topic,size,label,keywords,mk_q,mk_p,mk_tau,mk_trend,burst_max,drift_total_dist,drift_step_mean,drift_robust_score,method,beta_year_z,p,q
9,342,Customer Payment Analytics,"data mining, machine learning, customer payments, predictive analytics",0.7779591019634244,0.7260951618325295,0.0533333333333333,no_trend,,0.955106794834137,0.086827890439467,0.2227091417924515,logit,0.004174396977512,0.9389867795563592,0.938986779556359
11,269,Data Stream Management Systems,"data streams, event processing, complex events, real-time applications",0.0017699477932231,0.0007079791172892,-0.4866666666666667,decreasing,,0.5965568423271179,0.1491392105817794,0.2672215927931003,logit,-0.3184772450417374,4.53757752067693e-08,1.1477401964065176e-07
8,267,Cryptography,"elliptic curve cryptography, ECC, software implementation, computational speed",0.0029486528416449,0.0013760379927676,-0.46,decreasing,,0.2088924646377563,0.1044462323188781,0.1447932229038789,logit,-0.2910132843156698,6.180014615430528e-07,1.3287031423175635e-06
36,257,Real-Time Systems and Simulation,"real-time, cosimulation, object-oriented framework",9.490360545427734e-06,1.054484505047526e-06,-0.7,decreasing,,0.4987414479255676,0.1662471493085225,0.2675644649312287,logit,-0.5165978398252964,2.1691164034371027e-18,1.554533422463257e-17
43,257,Time Series Prediction with Machine Learning,"time series prediction, support vector regression, SVR algorithm",1.1952003889925678e-05,1.593600518656757e-06,0.6866666666666666,increasing,,0.2755856513977051,0.0459309418996175,0.0955107086345476,logit,0.8051511605316963,2.7671833727897336e-19,2.3797777005991708e-18
47,249,Web Services Integration,"web services, SOA architecture, CORBA, JAVA RMI",2.726003989206305e-07,1.8173359928042032e-08,-0.8066666666666666,decreasing,,0.1895816922187805,0.0631938974062601,0.101706654320106,logit,-0.7232411968888102,9.668179883670891e-33,1.3857724499928279e-31
32,242,Network Science,"complex networks, topological properties, degree distribution, transitivity",0.0073757452328459,0.0037698253412323,-0.4166666666666667,decreasing,,0.3258132934570312,0.1086044311523437,0.1747920889549211,logit,-0.3034429831407312,1.0445267822324835e-06,2.1387929350474665e-06
1,228,Bioinformatics Data Clustering,"microarray, gene expression, ABC algorithm, bioinformatics",0.6488277238251638,0.5911541483740381,0.08,no_trend,,0.3711795806884765,0.0927948951721191,0.1662661321206691,logit,-0.0694701231969435,0.2961354034509011,0.3351005881154934
25,225,Internet of Things (IoT) in Quick Service Restaurants,"internet of things, waste management, quick service restaurants",0.0001183304828414,3.418436170976591e-05,0.5933333333333334,increasing,,0.4537507891654968,0.0648215413093566,0.1424274837057335,logit,0.5840090799755975,1.4585072674734357e-11,4.181054166757182e-11
40,220,Social Media Analysis,"social media, artificial intelligence, neural networks, information diffusion",0.003222672737938,0.001575528894103,0.4533333333333333,increasing,,0.3696126937866211,0.0739225387573242,0.1438466184118119,logit,0.27264782301419,0.0003141011722356,0.0005872326263536
22,214,Human Action Recognition,"human action recognition, synthetic videos, real-world datasets",0.0109497999409199,0.0058398933018239,0.3966666666666666,increasing,,0.2618010640144348,0.0654502660036087,0.1172711338754609,logit,0.1665742661319515,0.0240193242534898,0.031297907360608
38,208,Robotics and Sensor Networks,"Lidar, multirobot systems, swarm robotics, relative positioning",0.9627342533101716,0.9627342533101716,0.01,no_trend,,0.2296609282493591,0.0765536427497863,0.123208334976442,logit,-0.0086689351178064,0.9015408362052764,0.923006094210164
21,171,Health Informatics,"Iron Deficiency Anemia, Peripheral Propagation, medical imaging",0.1554276079182958,0.1070723521214926,-0.2333333333333333,no_trend,,0.141882836818695,0.141882836818695,0.1558742280801105,logit,-0.2155773169247418,0.0033119589173705,0.0049108356361011
45,153,Web Education Tools,"content development tool, SCORM standard, web-based distance education",2.951693293484769e-05,6.559318429966154e-06,-0.6466666666666666,decreasing,,,,,logit,-0.5214082726330254,5.034456475153801e-12,1.546297345940096e-11
42,146,Speech Signal Analysis with Deep Learning,"speech signal, deep learning, emotion identification, gender recognition",0.6453518617987585,0.5593049468922573,-0.0866666666666666,no_trend,,0.0479872226715087,0.0479872226715087,0.0527193525259724,logit,-0.0217594220316525,0.7949887647317073,0.8337687044747175
5,132,Computer Graphics,"computer graphics, visualization, interactive 3D games, cinema industry",2.6290300654263632e-05,5.258060130852726e-06,-0.6533333333333333,decreasing,,,,,logit,-0.6077430412934637,9.74292856114094e-14,3.808599346627823e-13
4,132,Cloud Computing,"cloud computing, performance evaluation, platform as a service (PaaS), CloudFoundry, Heroku, OpenShift",0.0023104041839964,0.0010268463039984,0.46,increasing,,,,,logit,0.3321240726732574,0.0009169237326677,0.0015164507886428
37,131,Remote Sensing,"hyperspectral images, classification, remote sensing",0.1061798074958451,0.0684269870528779,0.2633333333333333,no_trend,,,,,logit,0.1819946163473997,0.0553630561313869,0.0680174689614182
2,128,Biometric Trait Classification,"biometrics, classification, machine learning, ear images",0.536201147019994,0.4408764986608839,0.1133333333333333,no_trend,,,,,logit,-0.082738278654062,0.3434146354987574,0.3691707331611641
3,123,Blockchain and Distributed Ledger Technologies,"blockchain, distributed ledger, cryptography, immutability",3.491239976570849e-05,8.534142164950964e-06,0.5266666666666666,increasing,,0.1068899631500244,0.0356299877166748,0.0573442530507777,logit,1.811684318334453,1.3861227193441269e-17,8.514753847399637e-17
39,109,Semantic Web and Information Retrieval,"semantic web, information retrieval, knowledge acquisition",0.000556880510802,0.000185626836934,-0.5366666666666666,decreasing,,,,,logit,-0.7153240454480383,5.7304779182029105e-15,2.7378950053636122e-14
0,107,Agricultural Data Science,"deep learning, plant diseases, agriculture",6.692886445058832e-06,5.949232395607851e-07,0.6733333333333333,increasing,,0.0280807614326477,0.0280807614326477,0.0308498695850642,logit,1.3335632560876418,1.8912684130086199e-13,6.777045146614222e-13
44,106,Unmanned Aerial Vehicle Control,"quadrocopter, LQR algorithm, UAV control",2.228673891435662e-05,3.587618640388257e-06,0.6566666666666666,increasing,,,,,logit,0.5389127311623967,1.5372047033230356e-05,3.004536465585933e-05
34,82,Parallel Computing with MIL-STD-1553,"parallel computing, MIL-STD-1553, military standards",0.1678778457499796,0.1231104202166517,-0.2233333333333333,no_trend,,,,,logit,-0.3481139600063561,0.0008488561117914,0.0014600325122812
26,79,Location-Based Services,"location-based services, GSM content providers, mobile devices",0.3908537345964866,0.3039973491306007,-0.15,no_trend,,,,,logit,-0.2442529399103906,0.0215997001620969,0.0290245970928177
12,69,Digital Forensic Analysis,"digital forensic, mobile forensic software, data preservation",0.0010973793036778,0.0004145655147227,0.5033333333333333,increasing,,,,,logit,0.3278628550814581,0.0172636731184381,0.0239463852933174
13,68,Digital Watermarking Techniques,"digital watermarking, copyright protection, discrete wavelet transform",0.8714982452527752,0.8327649899082075,-0.0333333333333333,no_trend,,,,,logit,-0.1138958941680302,0.3424336876564984,0.3691707331611641
17,68,Financial Market Analysis,"financial transactions, monetary policies, fiscal policies, market competition, economic forecasting",0.0126603028891807,0.0070335016051004,0.3833333333333333,increasing,,,,,logit,0.4532731444635852,0.0019412129195699,0.0029811484121966
46,67,Web Search Optimization,"search engine optimization, focused crawling, index pruning",0.1678778457499796,0.1228376538287698,-0.2233333333333333,no_trend,,,,,logit,-0.3783319127876522,0.0009594968785985,0.0015280876214717
19,64,Geographical Information Systems (GIS),"geographic information system, emergency management, GIS applications",0.0019300333903124,0.0008149029870208,-0.48,decreasing,,,,,logit,-0.6272176903226837,7.986187007131715e-08,1.9078113405925766e-07
33,54,Object-Oriented Software Engineering,"refactoring, object-oriented programming, software engineering",2.228673891435662e-05,3.962086918107843e-06,-0.6566666666666666,decreasing,,,,,logit,-1.248732818359462,1.3504976672457454e-16,7.258924961445883e-16
35,53,Protein-Protein Interaction Analysis,"protein-protein interaction, PPIs, autoencoder-transformer, bioinformatics",0.9078667400134884,0.8876919235687442,-0.0233333333333333,no_trend,,,,,logit,-0.2900478778950362,0.0270894325545198,0.0342601647013044
30,27,Mobile Voting Systems,"mobile voting, electronic voting, security, authorization-based voting",0.0334972666675081,0.0200983600005049,-0.3266666666666666,decreasing,,,,,,,,
20,21,Handwriting Analysis,"handwriting analysis, expert system, stress detection",0.4796953766413603,0.3837563013130882,0.1233333333333333,no_trend,,,,,,,,
29,12,Mobile Accessibility for Deaf Individuals,"mobile computing, sign language, deaf education",,,,,,,,,,,,
18,8,Forest Fire Detection,"forest fire detection, image processing, still images",,,,,,,,,,,,
16,7,Fashion Object Recognition with Deep Learning,"deep learning, convolutional neural networks (CNN), fashion object recognition",,,,,,,,,,,,
15,7,Distributed Virtual Environments,"peer-to-peer architecture, distributed virtual environment, scalability requirements",,,,,,,,,,,,
