topic,size,label,keywords,mk_q,mk_p,mk_tau,mk_trend,burst_max,drift_total_dist,drift_step_mean,drift_robust_score,method,beta_year_z,p,q
97,35,97_arithmetic_circuits_fpga_processor,adder; arithmetic; fpga; circuits; adders; lut; multiplication; processor; instruction; vhdl; design; bit; microprocessor; instruction set; arithmetic circuits,0.268153600549087,0.2017084605900212,-0.1833333333333333,no_trend,,,,,,,,
98,35,98_iot_computing_fog_things,fog; iot; computing; fog computing; data; edge; offloading; edge computing; cloud; internet things; things; devices; task offloading; internet; task,0.0018723456528532,0.0006529616664763,0.4433333333333333,increasing,,,,,,,,
99,34,99_disease_neurological_brain_diagnosis,alzheimer; alzheimer disease; disease; brain; diagnosis; mri; neurological; diagnosis alzheimer; dementia; learning; ad; images; deep; deep learning; mci,0.0034967792935424,0.0013925227275168,0.3933333333333333,increasing,,,,,,,,
100,34,100_music_audio_genre_note,music; melody; musical; genre; genre classification; audio; music genre; monophonic; midi; song; fingerprint; note; songs; pitch; compositions,0.5746158818120489,0.4781523882582625,-0.1033333333333333,no_trend,,,,,,,,
101,34,101_streaming_video_coding_packet,video; iptv; streaming; raptor; packet; rtp; 264; network; coding; video coding; quic; quality; intermediate node; protocol; quality experience,0.172517955691379,0.1221366057992063,-0.22,no_trend,,,,,,,,
102,33,102_digital_image_transform_discrete,watermarking; watermark; image; image watermarking; digital watermarking; images; copyright; digital; copyright protection; attacks; watermarked; dwt; transform; fragile; protection,0.465367832041647,0.3788835446710754,0.1266666666666666,no_trend,,,,,,,,
103,32,103_question_answering_questions_answer,question answering; answering; question; qa; answer; questions; factoid; turkish; answering systems; language; natural language; answers; qa systems; systems; factoid question,0.3974931815718919,0.3095522121975795,0.1433333333333333,no_trend,,,,,,,,
104,32,104_xml_database_objectoriented_relational,xml; xml documents; data; object oriented; relational; database; documents; catalog; object; databases; product; information; xml data; xml database; query,0.0002642727608196,5.145133396489143e-05,-0.5466666666666666,decreasing,,,,,,,,
105,32,105_education_students_children_teachers,education; students; children; intelligent tutoring; tutoring; mentally; hearing; learning; mental; preschool; mental retardation; retardation; teaching; social skills; teachers,0.0470287075712866,0.026981907850518,-0.3133333333333333,decreasing,,,,,,,,
106,32,106_sensor_coverage_deployment_wireless sensor,sensor; wireless sensor; sensor networks; wireless; localization; wsns; nodes; coverage; deployment; sensor nodes; wsn; dynamic deployment; networks; algorithm; sensors,0.1863827124653865,0.1336017673424452,0.21,no_trend,,,,,,,,
107,32,107_spectrum_radio_cognitive_channel,cognitive radio; spectrum; radio; cognitive; secondary users; channel; radio networks; secondary; licensed; primary users; users; sus; networks; primary user; channel assignment,0.9229503738610362,0.901156569329688,-0.02,no_trend,,,,,,,,
108,30,108_automata_finite_qualitative_quantum,automata; automaton; finite automata; finite; quantum; turing; kronecker; time; turing machines; finite automaton; verifiers; timed; timed automata; qualitative; quantum finite,0.2118537077327874,0.1556093605470916,-0.1966666666666666,no_trend,,,,,,,,
109,30,109_earthquake_earthquakes_disasters_magnitude,earthquake; earthquakes; earthquake prediction; seismic; data; disasters; tweets; shear; prediction; natural disasters; model; lstm; dataset; earthquake magnitude; magnitude,0.4421998001910707,0.3521945311256316,0.13,no_trend,,,,,,,,
110,30,110_congestion_queue_tcp_packet,congestion; tcp; queue management; queue; aqm; packet; active queue; congestion control; red; network; control; algorithm; management; reno; management algorithms,0.0304241596067061,0.0158851806796076,-0.3433333333333333,decreasing,,,,,,,,
111,30,111_posts_influential_users_social,tweets; posts; microblogging; social; users; user; influential; twitter; microblogs; influential user; sentiment; social networks; microblog; influence; information,0.0470287075712866,0.0270519114348108,0.3,increasing,,,,,,,,
112,30,112_websites_attacks_url_malicious,phishing; phishing attacks; attacks; phishing websites; urls; phishing detection; websites; url; malicious; learning; detection; legitimate; social engineering; detecting phishing; cyber,0.0001253468915192,1.7748232427505783e-05,0.5433333333333333,increasing,,,,,,,,
