topic,size,label,keywords,mk_q,mk_p,mk_tau,mk_trend,burst_max,drift_total_dist,drift_step_mean,drift_robust_score,method,beta_year_z,p,q
9,87,Control Systems,"Terminal Sliding Mode Control (TSMC), DC motor, Electromechanical system",0.0559356861718581,0.0335614117031148,-0.3066666666666666,decreasing,,,,,logit,-0.3009118602977924,0.0034183047159325,0.0060597219964258
5,77,Blockchain Consensus Algorithms,"blockchain, consensus mechanisms, Hyperledger Fabric",0.0001161737387095,1.858779819352563e-05,0.5066666666666667,increasing,,0.0571182966232299,0.0571182966232299,0.0627508625780706,logit,1.759362092348013,1.8212690236765822e-11,8.878686490423339e-11
47,76,Time Series Analysis with Deep Learning,"time series analysis, deep learning, anomaly detection",0.0001161737387095,1.6578925052357363e-05,0.5966666666666667,increasing,,,,,logit,0.8547091716497474,4.736181368103519e-07,1.1544442084752329e-06
1,74,Autonomous Driving,"autonomous vehicles, traffic safety, transportation efficiency",0.0002425361263945,5.123656754424388e-05,0.5666666666666667,increasing,,,,,logit,0.8262157466628942,1.7535767756341108e-06,3.79941634720724e-06
25,73,Graph Theory and Network Analysis,"bipartite graph, clustering, distributed system",0.7416543052844814,0.6229896164389643,0.0733333333333333,no_trend,,,,,logit,-0.0193008034424236,0.8726532739962449,0.8956178338382514
36,67,Multi-Agent Simulation,"multi-agent simulation, HLA, KQML",0.0009597040339259,0.0003838816135703,-0.51,decreasing,,,,,logit,-0.7313461025418929,3.48191961625921e-10,1.3579486503410919e-09
12,56,Customer Analytics in Banking,"direct marketing, banking sector, customer analytics, product prediction",0.3494045159248425,0.2585593417843834,0.1633333333333333,no_trend,,,,,logit,0.12181878692398,0.3734119767246228,0.4045296414516747
17,55,Digital Forensics for UAVs,"Unmanned Aerial Vehicle, Digital Forensics, Cybersecurity",0.0001412351057649,2.5422319037682328e-05,0.5766666666666667,increasing,,,,,logit,0.625553388234968,0.0004686371496338,0.0008703261350342
6,47,Cloud-Based Multimedia Networks,"cloud computing, HTML5, WebSocket, interactive multimedia",0.0842713460386549,0.0522482345439661,0.2733333333333333,no_trend,,,,,,,,
16,44,Deep Learning Methods,"deep learning, conditional computation, convolutional neural networks",0.0001161737387095,1.3961478066759623e-05,0.55,increasing,,,,,,,,
43,39,Search Engine Optimization,"search engine optimization, information retrieval, query ambiguity",0.0997072417074401,0.0638126346927616,-0.2666666666666666,no_trend,,,,,,,,
28,37,Human Motion Animation,"inverse kinematics, articulated figure animation, motion capture",0.0002432775251174,5.8386606028193455e-05,-0.57,decreasing,,,,,,,,
31,28,Indoor Positioning Systems,"indoor positioning, GNSS, location-based services, mobile devices",0.0328479236107138,0.0177378787497854,0.33,increasing,,,,,,,,
39,28,Neuroscience Applications,"pyramidal neurons, classification problem, cortical neurons",0.9026324499697992,0.8845798009704031,0.0233333333333333,no_trend,,,,,,,,
26,23,Green Telecommunications,"sustainable networks, solar power, radio access networks",0.0093085057715151,0.0042819126548969,0.3866666666666666,increasing,,,,,,,,
20,23,Embedded Operating Systems,"embedded os, real-time requirements, linux on microcontrollers",0.0198903657628159,0.0103429901966642,-0.36,decreasing,,,,,,,,
10,17,Cryptocurrency Investment Strategies,"cryptocurrencies, price prediction, deep learning, investment strategies",0.0030819908429861,0.0013560759709139,0.3633333333333333,increasing,,,,,,,,
22,15,Feature Selection Methods for Medical Datasets,"feature selection, JAYA algorithm, medical datasets",0.1748617777922221,0.118906008898711,0.1866666666666666,no_trend,,,,,,,,
24,15,Formal Logic in NLP,"language models, formal logic, token interchangeability, alpha-equivalence",0.0382454277772083,0.0214174395552366,-0.3066666666666666,decreasing,,,,,,,,
