topic,size,label,keywords,mk_q,mk_p,mk_tau,mk_trend,burst_max,drift_total_dist,drift_step_mean,drift_robust_score,method,beta_year_z,p,q
4,365,Big Data Analytics,"big data, user behavior modeling, online transactions, social network interactions",0.6461452319437161,0.5911541483740381,0.08,no_trend,,0.8428369164466858,0.0766215378587896,0.1965303642986172,logit,-0.04637327826651,0.3812975964129834,0.4289597959646063
45,330,Social Media Analysis with Text Mining,"internet usage, technology diffusion, raw sources, text mining",8.16348832531159e-05,2.0842948915689163e-05,0.6033333333333334,increasing,,0.558554470539093,0.0507776791399175,0.1302421754833196,logit,0.4354820772988753,5.987772372186044e-11,1.5397128957049827e-10
46,291,Software Quality Engineering,"software quality engineering, developer side quality, user view quality",0.4742256748458268,0.413686226993168,-0.12,no_trend,,0.4382224082946777,0.0730370680491129,0.1518763133838225,logit,-0.1070285373806958,0.0647042256301768,0.0895904662571679
5,290,Bioinformatics Data Mining,"bioinformatics, data mining, genomics, microarrays",0.6461452319437161,0.5911541483740381,0.08,no_trend,,0.8329824805259705,0.09255360894733,0.2219338613752317,logit,-0.0617455424742364,0.296723629816243,0.3445822797866048
27,285,Human-Computer Interaction,"user performance, small screen devices, contextual factors",0.135955780452632,0.0925656377549835,0.2433333333333333,no_trend,,0.8089887499809265,0.1011235937476158,0.232845679513246,logit,0.0726472432908737,0.2376943318614904,0.2950688257590916
44,272,Robotics and Locomotion,"quadruped robots, walking behavior, spring loaded inverted pendulum",1.0,1.0,0.0033333333333333,no_trend,,0.4969628453254699,0.0828271408875783,0.1722341975401988,logit,0.02906736965372,0.6401713610394832,0.658461971354897
17,259,Cyber Security Policies,"cyber security, enterprise security, policy comparison",0.0002479719301114,7.913997769515291e-05,0.5666666666666667,increasing,,0.2548397183418274,0.0424732863903045,0.0883207161316641,logit,0.57962171578156,6.334161675426933e-13,1.90024850262808e-12
38,240,Network Analysis and Modeling,"network theory, random network generation, social structures",0.0014237239273864,0.0005452559721905,-0.4966666666666666,decreasing,,0.1426354646682739,0.1426354646682739,0.1567010742844517,logit,-0.3306190361706285,8.892459950844316e-08,2.1341903882026358e-07
28,223,Image Processing,"image watermarking, discrete cosine transform, digital copyright protection",1.0,1.0,0.0,no_trend,,0.3769479393959045,0.1256493131319681,0.2022247682258934,logit,-0.0707713853391814,0.2929140263324474,0.3445822797866048
29,213,Information Retrieval and Context Extraction,"search engines, lucene, DBpedia-spotlight, wordnet",3.7431683925608856e-05,6.559318429966154e-06,-0.6466666666666666,decreasing,,,,,logit,-0.5386495319700769,8.149719945700053e-17,3.6673739755650245e-16
11,141,Collaborative Filtering and Recommendation Systems,"recommendation systems, collaborative filtering, user-item subgroups",0.0002479719301114,7.610296746562994e-05,0.5666666666666667,increasing,,,,,logit,0.2715505854704056,0.0040961952897003,0.0061442929345505
47,137,Speech Recognition,"speech recognition, triphone model, continuous speech",0.4004546784863366,0.3152515554041373,-0.1466666666666666,no_trend,,,,,logit,-0.0343021325245124,0.6900031525651225,0.6900031525651225
3,124,Authentication and Security in Biometrics,"biometrics, authentication, security, signature verification",0.9861038664591428,0.944141999801307,0.0133333333333333,no_trend,,,,,logit,-0.1212052087841549,0.1684156744832055,0.2165344386212642
13,124,Computer Graphics and Animation,"modeling, animation, face models, deformation techniques",1.998481878429104e-05,2.126044551520323e-06,-0.68,decreasing,,,,,logit,-0.7070866197144664,1.2912632299041847e-16,5.16505291961674e-16
6,114,Blockchain Technology,"blockchain, decentralization, transparency, immutability, economic attacks",6.145866748190217e-05,1.4383943453211144e-05,0.5133333333333333,increasing,,0.1234315037727356,0.0411438345909118,0.0662184472535311,logit,1.6684347138847833,1.0742677097537334e-15,3.611119850429173e-15
50,106,Web Services and E-Government Integration,"web services, e-government, judicial services, data integration",2.8241042771500903e-05,4.206112753202262e-06,-0.66,decreasing,,,,,logit,-0.8368723229419317,9.243497088545954e-19,5.546098253127572e-18
10,100,Cloud Computing Optimization,"cloud computing, virtual machine allocation, cpu usage prediction, energy efficiency",0.003876523386784,0.0016936233974114,0.44,increasing,,,,,logit,0.2856823828973553,0.0109970077935992,0.0158356912227829
43,96,Reinforcement Learning in Dynamic Environments,"reinforcement learning, dynamic environment, nonstationary goal",0.4038361327861117,0.3265058094866435,0.1433333333333333,no_trend,,0.0674731731414794,0.0674731731414794,0.0741268571686604,logit,0.3474865875279791,0.0032848133889509,0.0052475326360153
22,92,Economic Forecasting with AI,"artificial intelligence, economic forecasting, neural networks, machine learning",0.1593670957074219,0.1118960459222324,0.23,no_trend,,,,,logit,0.1691510103009872,0.124701791801816,0.1662690557357548
42,83,Privacy-Preserving Algorithms,"privacy-preserving, bipartite ranking, Spark framework",0.09212562252214,0.0525389273925878,0.2766666666666666,no_trend,,,,,logit,0.0876250221125884,0.4553877401214593,0.4967866255870465
49,77,Video Analysis and Understanding,"dense video captioning, event detection, temporal dependencies",0.110898910051216,0.0684269870528779,-0.2633333333333333,no_trend,,,,,logit,-0.3362653650883374,0.0021852816841334,0.0039335070314401
21,76,E-commerce Data Analytics,"e-commerce, data analytics, user behavior, digital transformation",0.4553293939611945,0.3875143778393144,-0.1266666666666666,no_trend,,,,,logit,-0.0665352657569701,0.5542675960974536,0.5868715723384802
35,74,Mobile Agent Systems,"mobile agents, discrete event simulation, performance evaluation",3.7431683925608856e-05,7.167769262350632e-06,-0.6433333333333333,decreasing,,,,,logit,-0.9279586086178316,1.1033977320755808e-15,3.611119850429173e-15
7,66,Brain-Computer Interfaces and Neuroinformatics,"EEG, Brain-Computer Interface (BCI), Machine Learning, Mental State Recognition",0.0004653751210237,0.0001683271714341,0.5266666666666666,increasing,,,,,logit,0.4439506177296898,0.003352590295232,0.0052475326360153
18,60,Data Warehousing and OLAP Technologies,"data warehouse, OLAP, transactional systems, reporting tools",2.4931114322409204e-05,3.182695445413941e-06,-0.6666666666666666,decreasing,,,,,logit,-0.8980341620875034,1.7535292162928782e-12,4.855927060503355e-12
12,57,Computational Biology,"computational biology, protein structure, drug design",0.0111341050044559,0.0054486045766486,-0.4,decreasing,,,,,logit,-0.428825765438219,0.0005838094625907,0.0011061652975403
25,48,Geographic Information Systems,"geographically weighted regression, spatial data mining, GIS",0.003876523386784,0.0017320636409035,-0.45,decreasing,,,,,,,,
26,42,Graph Algorithms and Optimization,"graph algorithms, combinatorial optimization, shortest path problem",0.7176067810844817,0.6718020929301531,-0.0633333333333333,no_trend,,,,,,,,
40,42,Pattern Recognition with Constructive Automata,"pattern recognition, finite automata, syntactic approach",0.0073282499450357,0.003430244655123,-0.42,decreasing,,,,,,,,
48,39,Topic Modeling and Text Mining,"topic modeling, text mining, sentiment analysis, hotel reviews",0.0133748735761499,0.0068297226771829,0.36,increasing,,,,,,,,
24,37,Fuzzy Control Systems,"fuzzy controller, parking heater, cabin heater",0.2735650406153954,0.2037186472667838,-0.1833333333333333,no_trend,,,,,,,,
23,35,Electricity Load Forecasting,"electricity load forecasting, generative adversarial networks, power system management",0.0002479719301114,6.987682551296004e-05,0.5166666666666667,increasing,,,,,,,,
41,26,Peer-to-Peer Networking and Systems,"P2P, peer selection, efficiency, scalability",0.09212562252214,0.0529232299595272,-0.27,no_trend,,,,,,,,
36,18,Model-Based Testing,"model-based testing, MBT, consumer electronics",0.3172694389571531,0.2430148894139896,0.16,no_trend,,,,,,,,
8,17,Business Intelligence and Data Analytics,"business intelligence, market basket analysis, data volume, competitive environment",0.2109125213406273,0.1525750154379006,0.1833333333333333,no_trend,,,,,,,,
1,16,Adaptive Image Processing,"image enhancement, dark burst images, biomedical imaging",0.0581274375976232,0.0309188497859698,0.2666666666666666,increasing,,,,,,,,
20,15,E-Commerce Educational Infrastructure,"blockchain, metaverse, e-learning, access control",0.4534310594758564,0.3762513046714553,-0.12,no_trend,,,,,,,,
9,13,Chaotic Theory in Biometrics,"chaotic theory, biometrics, eye iris analysis",,,,,,,,,,,,
16,12,Customer Segmentation and RFM Analysis,"customer segmentation, RFM analysis, clustering algorithms, retail industry",,,,,,,,,,,,
2,6,Adaptive Video Coding Techniques,"adaptive scalable video coding, motion-compensated temporal filtering, nonscalable video compression",,,,,,,,,,,,
31,5,Load Balanced Forwarding in Multimedia Wireless Sensor Networks,"wireless sensor networks, congestion control, geographic routing schemes, video applications",,,,,,,,,,,,
0,3,Accessibility Technologies for Visually Impaired Users,"visually impaired, web accessibility, assistive applications, information assistant",,,,,,,,,,,,
